author,comment,time,likes,clean_comment
@ciwiaw,kalau mencalonkan utuk rakyat    gaji kecil cukup asal  di syukuri kalau mencalonkan  diri semata mata karna jabatan dan gaji biar 100 miliar per bulan tidak cukup,2 bulan yang lalu,0,kalau mencalonkan utuk rakyat gaji kecil cukup asal syukuri kalau mencalonkan diri semata mata karna jabatan gaji biar miliar per bulan cukup
@edimulyono8342,Tuch peserta sudah datang .. ajak dong joget2 bersama .. 👍☝🤭🤭❤🇲🇨,2 bulan yang lalu,0,tuch peserta datang ajak dong joget bersama
@elsyedonaria,"Harusnya sebelum masa datang ,Polri harus siap menutup jalan dulu.",2 bulan yang lalu,0,harusnya masa datang polri siap menutup jalan dulu
@Sugi-r7n,"Benar"" biadab gajinya...... rakyat harus menuntut gaji umk untuk DPR + tunjangan... minimal turun 70% dari gaji saat ini.",2 bulan yang lalu,0,benar biadab gajinya rakyat menuntut gaji umk dpr tunjangan minimal turun gaji
@Paulboger,"Efesiensi anggaran dengan dengan niat menambah gaji dan tunjangan DPR.
Sementara rakyat susah diluar sana",2 bulan yang lalu,0,efesiensi anggaran niat menambah gaji tunjangan dpr rakyat susah diluar sana
@avipwae3033,Udah pd gila pejabat + wakil rakyat  semoga cepat sembuh gilanya krna menyakiti hati rakyat.,2 bulan yang lalu,0,udah pd gila pejabat wakil rakyat semoga cepat sembuh gilanya krna menyakiti hati rakyat
@yehunevi,"Bravo mahasiswa yg demo menuntut perbaikan dalam kehidupan berbangsa dan bernegara, yg penting tidak ikut2an maling dan merampok rumah pribadi orang. jangan sampai menuntut keadilan dengan cara melanggar hukum spt para perampok yg datangi rumah2 orang kaya untuk dibobol.",2 bulan yang lalu,0,bravo mahasiswa yg demo menuntut perbaikan kehidupan berbangsa bernegara yg penting ikutan maling merampok rumah pribadi orang jangan menuntut keadilan cara melanggar hukum spt perampok yg datangi rumah orang kaya dibobol
@AskoppAskopp,"Itu pejabat yang tidak tau diri!!
Lebih mementingkan kepentingannya sendiri drpd rakyat",2 bulan yang lalu (diedit),0,pejabat tau diri lebih mementingkan kepentingannya sendiri drpd rakyat
@PakawanG66,Kan dh kena..rasa senang hati lupa tangungjawab pd RAKYAT,2 bulan yang lalu,0,kan dh kenarasa senang hati lupa tangungjawab pd rakyat
@atfanyakuza,"Siapa lagi yang ingin di jarah ? Katakan pada rakyat ,perlu di ingat harta tidak membuatmu tangguh",2 bulan yang lalu,0,siapa jarah katakan rakyat perlu ingat harta membuatmu tangguh
@joeybogel920,"Kesenjangan sosialnya bagi langit dan bumi , kita kerja di pajakin buat bikin mereka kaya raya",2 bulan yang lalu,0,kesenjangan sosialnya langit bumi kerja pajakin buat bikin kaya raya
@KamarudinMeisa,"Indonesia sudah memasuki era indra kayangan dan lautan berapi. Sejauh mana pun terbakarnya jiwa rakyat, bahang panasnya tak kan dirasai mereka - mereka terlalu tinggi, di kayangan, dan akan terus bergembira.",2 bulan yang lalu,0,indonesia memasuki era indra kayangan lautan berapi sejauh mana terbakarnya jiwa rakyat bahang panasnya tak kan dirasai terlalu tinggi kayangan terus bergembira
@kontencreatorsukses,"ADA PRABOWO RUPANYA DISITU, BERARTI PRABOWO YG MENYETUJUI NAIK GAJI.",2 bulan yang lalu,0,prabowo rupanya disitu berarti prabowo yg menyetujui naik gaji
@Suroyo-ob7pj,Indonesia memang gk mikirin rakyatnya,2 bulan yang lalu,0,indonesia memang gk mikirin rakyatnya
@runingsihpemalang9194,Dasar manusia manusia tak bermoral bergembira diatas penderitaan rakyat!!!!,2 bulan yang lalu,0,dasar manusia manusia tak bermoral bergembira diatas penderitaan rakyat
@FransiscaFeronicaSouhuwatFrans,"Dari dulu sudah dikatakan Indonesia sudah darurat narkoba. Melihat demo besar-besaran sampai merusak begitu saja sekarang saya sudah gak percaya bahwa itu memang aksi demo dari hati nurani masyarakat. Kenapa harus begitu ?, kalau nyatanya semua lapisan masyarakat masih ikut menikmatinya bahkan sudah JADI.",2 bulan yang lalu (diedit),0,dulu dikatakan indonesia darurat narkoba melihat demo besarbesaran merusak sekarang gak percaya memang aksi demo hati nurani masyarakat kalau nyatanya semua lapisan masyarakat ikut menikmatinya bahkan jadi
@Rosmawati-l8e,Gedung punya rakyat jadi diskotik saking senangnya menari_2 diatas penderitaan orang kecil. Pada hilang hati nurani. Priode mendatang kalau belum ada pemimpin yg cocok enak golput aja haram hukum nya milih pemimpin yg mukar.,2 bulan yang lalu,0,gedung punya rakyat jadi diskotik saking senangnya menari diatas penderitaan orang kecil hilang hati nurani priode mendatang kalau pemimpin yg cocok enak golput aja haram hukum nya milih pemimpin yg mukar
@HamdaniDani-s7h7o,Di gedung parlimen malaysia tidak ad satu satu pun anggota parlimen yg berjoget joget,2 bulan yang lalu,0,gedung parlimen malaysia ad satu satu anggota parlimen yg berjoget joget
@fatimahjabung,menari di atas luka rakyat miskin,2 bulan yang lalu,0,menari atas luka rakyat miskin
@josephthoha,Sepatutnya berdoalah n bersyukur pada Allah swt. Bukan terkinja-kinja macam pecandu narkoba tatkala rakyat masih bergelut dengan krisis hidup,2 bulan yang lalu,0,sepatutnya berdoalah n bersyukur allah swt bukan terkinjakinja macam pecandu narkoba tatkala rakyat bergelut krisis hidup
@dilgispots5860,"Ini semua tak bisa di kata kan semata,mata ulah DPR di sana ada pula bapak presiden pemimpin tertinggi negara jadi Tampa restu dari presiden segala nya tak mungkin terjadi",2 bulan yang lalu,0,semua tak kata kan sematamata ulah dpr sana bapak presiden pemimpin tertinggi negara jadi tampa restu presiden segala nya tak mungkin terjadi
@SitiHajar-cd9yj,Di kira di biarkan oleh Alloh   ..  Itu jadi peringatan  agar hamba Alloh menjadi yang lebih baik,2 bulan yang lalu,0,kira biarkan alloh jadi peringatan hamba alloh menjadi lebih baik
@pakjid7358,Kalau tingkah sebegitu berlaku di Malaysia kami pun pasti akan protes seperti rakyat Indo. Sakit mata aku tengok gelagat bapak2 dan ibu2 menteri berjoget2,2 bulan yang lalu (diedit),0,kalau tingkah sebegitu berlaku malaysia protes rakyat indo sakit mata aku tengok gelagat bapak ibu menteri berjoget
@AriBowo-b1z,Ayo buat para pejabat negara yg skrg gnti status jdi penjahat negara..msh ad yg berani ga joged2 lagi😂,2 bulan yang lalu,0,ayo buat pejabat negara yg skrg gnti status jdi penjahat negaramsh ad yg berani ga joged
@SitiJulaikah-t2f,Inilah gambaran  manusia yg gk punya hati nurani di pilih rakyat jd wakil rakyat palah nindas rakyat dr pada bantu rakyat,2 bulan yang lalu,0,inilah gambaran manusia yg gk punya hati nurani pilih rakyat jd wakil rakyat palah nindas rakyat dr bantu rakyat
@feelss97,Mereka gembira karna berhasil mengkelabui rakyat.,2 bulan yang lalu,0,gembira karna berhasil mengkelabui rakyat
@salahuddinyusuf5617,"Semoga dengan kejadian ini para anggota DPR menyadari bahwa masyarakat Indonesia sedang susah dan menderita,",2 bulan yang lalu,0,semoga kejadian anggota dpr menyadari masyarakat indonesia sedang susah menderita
@Not_Raccoon,literally menari di atas penderitaan orang lain,2 bulan yang lalu,0,literally menari atas penderitaan orang
@Zulu3.0,Rakyat muak sama koruptor... pemerintah gagal... koruptor mendonia...,2 bulan yang lalu (diedit),0,rakyat muak sama koruptor pemerintah gagal koruptor mendonia
@mynameisilham_77,Padahal rakyatnya juga doyan joget tiktok 😂😂😂,2 bulan yang lalu,0,padahal rakyatnya doyan joget tiktok
@MuhammadherfaniHerfani,"Kekuasaan tertinggi d tngan rakyat ,,bhkn presiden yg milih it rakyat ,,in lh akbty klo yg pya kekuasaan tertinggi turun tngan,,,dn it adlh rakyat ,,dblik aksi joget d DPR ,,hanya 1 orng yg tau dn pdli dngn kndsi rakyat,,,ms Gibran smga sht sll,,,",2 bulan yang lalu,0,kekuasaan tertinggi d tngan rakyat bhkn presiden yg milih it rakyat in lh akbty klo yg pya kekuasaan tertinggi turun tngandn it adlh rakyat dblik aksi joget d dpr orng yg tau dn pdli dngn kndsi rakyatms gibran smga sht sll
@RaffaHendra-s2c,Demo terus sampai UU miskinkan koruptor di sah kan,2 bulan yang lalu,0,demo terus uu miskinkan koruptor sah kan
@nanaAlhadar,Rakyat punya hak untuk bersuara 😢,2 bulan yang lalu,0,rakyat punya hak bersuara
@DellaFebrianty-t1j,"Rakyat sengsara, pejabat bahagia mmg ASUU ! Bubarkan DPR",2 bulan yang lalu,0,rakyat sengsara pejabat bahagia mmg asuu bubarkan dpr
@simplifywithanahh,"Heran, lagi pada sulit loh",2 bulan yang lalu,0,heran sulit loh
@MuhammadArif-o4o,BUBARKAN AJA DPR TAK BERGUNA.,2 bulan yang lalu,0,bubarkan aja dpr tak berguna
@yobiSatya,"baru kali ini saya mendukung penuh pendemo, semangat saudaraku!",2 bulan yang lalu,0,baru kali mendukung penuh pendemo semangat saudaraku
@KocoEdi,"akibat tidak punya rasa empati,adap dan ilmu...karna yang dikejar dunia,,,dan mulut2 yang tidak berpikir kalau ngomong",2 bulan yang lalu,0,akibat punya rasa empatiadap ilmukarna dikejar duniadan mulut berpikir kalau ngomong
@shodiqullakhyar9972,"Gila bener , rakyat lg pada susah waduh yah",2 bulan yang lalu,0,gila bener rakyat lg susah waduh yah
@KangSusilo-q7b,"Yok gz musnahkah sarang mafia RI ""DPR"". Sudah ckup smua sandiwara ini",2 bulan yang lalu,0,yok gz musnahkah sarang mafia ri dpr ckup smua sandiwara
@SyafriLubis,"Negara macam apa ini ?
Dpr mendapat kan kenaikan pendapatan 
Rakyat bnyk yg susah",2 bulan yang lalu,0,negara macam apa dpr mendapat kan kenaikan pendapatan rakyat bnyk yg susah
@antonmeningan,"rakyat miskin tetap miskin, apa artinya DPR kalau mereka tidak untuk rakyat melainkn untuk diri mereka sendiri.  saya sangat mendukung demo besaran ini",2 bulan yang lalu,0,rakyat miskin tetap miskin apa artinya dpr kalau rakyat melainkn diri sendiri sangat mendukung demo besaran
@muhammadngadino4316,rakyat marah krn bnyk aksi tdk marah diremehkan,2 bulan yang lalu,0,rakyat marah krn bnyk aksi tdk marah diremehkan
@dwiwulandari2168,Jika mereka punya hati nurani pasti taakan menari dan berjoged,2 bulan yang lalu,0,punya hati nurani taakan menari berjoged
@ArisService-t3p,Mohon kesejahteraan rakyat harus diutamakan saking minimnya penghasilan dalam kondisi sakitpun trima pasrah sampai Kapan nyawa ini bertahan karna apa susah hidup mau berobat mengutamakan makan itulah derita hidup,2 bulan yang lalu,0,mohon kesejahteraan rakyat diutamakan saking minimnya penghasilan kondisi sakitpun trima pasrah kapan nyawa bertahan karna apa susah hidup mau berobat mengutamakan makan derita hidup
@ipungasri9578,Kita kecewa banget deeh..milih mereka..suara kita ajaa gaa di dengar ...Amit..Amiit....,2 bulan yang lalu,0,kecewa banget deehmilih merekasuara ajaa gaa dengar amitamiit
@YantoBiasa,Yg jilbab merah itu lho sadarestuwati joget sm mimiknya sangat kentara kalo menari diatas penderitaan rakyat..,2 bulan yang lalu,0,yg jilbab merah lho sadarestuwati joget sm mimiknya sangat kentara kalo menari diatas penderitaan rakyat
@tribudiundarto655,Sudah saatnya seluruh rakyat Indonesia bersatu untuk melawan DPR zolim dan arogan kepada rakyat Indonesia. Bubarkan DPR di seluruh Indonesia yg menjadi beking koruptor. Lawan polisi yg sekarang sudah jadi beking koruptor dan menjadi bagian koruptor.,2 bulan yang lalu,0,saatnya seluruh rakyat indonesia bersatu melawan dpr zolim arogan rakyat indonesia bubarkan dpr seluruh indonesia yg menjadi beking koruptor lawan polisi yg sekarang jadi beking koruptor menjadi bagian koruptor
@yosuanainggolan6111,Rakyat disuruh Bayar Pajak utk Menafkahi Biaya Hidup anggota2x DPR.,2 bulan yang lalu,0,rakyat disuruh bayar pajak utk menafkahi biaya hidup anggotax dpr
@daniyonodanitrenggalek178,Sampai kapan negara ini damai negara ini sudah merdeka tinggal adilnya😮,2 bulan yang lalu,0,kapan negara damai negara merdeka tinggal adilnya
@SitiYuniah-z4o,Makany seng merasjan jdi rakyat bawah itu merasakan derita semua dipajski setelah uang di dirjen pajak di korypsi oleh rafael bsngsat dsn gayus tambunsn yg semakin yambun dgn korupsiny yg hilsng kemana ora g orang seperti itu,2 bulan yang lalu,0,makany seng merasjan jdi rakyat bawah merasakan derita semua dipajski uang dirjen pajak korypsi rafael bsngsat dsn gayus tambunsn yg semakin yambun dgn korupsiny yg hilsng ora g orang
@ernestopobladormosquera6336,Total general full forces people power Rally corruption must be stop now in 24 hours enough is enough is enough is enough period ❤🎉😊🎉❤,2 bulan yang lalu,0,total general full forces people power rally corruption must be stop now in hours enough is enough is enough is enough period
@AzayHerman83-i1e,Jiaaah..   Habis joget hilang deh semuanya.,2 bulan yang lalu,0,jiaaah habis joget hilang deh semuanya
@PraditoAz,"Ya seharusnya para artis juga yg SDH punya provesi dilarang menjabat JD wakil DPR,,begini jadinya,,",2 bulan yang lalu,0,artis yg sdh punya provesi dilarang menjabat jd wakil dprbegini jadinya
@AsrianaAsriana-qw9zk,Pantas saja rumah anggota DPR diputar kekanan dan kekiri,2 bulan yang lalu,0,pantas rumah anggota dpr diputar kekanan kekiri
@vanesadampit3528,Dpr makin kaya rakyat miskin makin kere dimana keadilan njenengan bapak presiden,2 bulan yang lalu,0,dpr makin kaya rakyat miskin makin kere keadilan njenengan bapak presiden
@marlinthesia2922,"Yg memutuskan segala nya adalah presiden ,",2 bulan yang lalu,0,yg memutuskan segala nya presiden
@mamimomindo804,Rapatkan barisan adik adik mahasiswa nyanyi mahasiswa bersatu tak bisa di kalahkan,2 bulan yang lalu,0,rapatkan barisan adik adik mahasiswa nyanyi mahasiswa bersatu tak kalahkan
@PakDhe-r1o,"Rakyat kecil di hina tulah dampaknya,milyaran rakyat indonesia  bersatu untuk menghajar orang"" yg lupa diri",2 bulan yang lalu,0,rakyat kecil hina tulah dampaknyamilyaran rakyat indonesia bersatu menghajar orang yg lupa diri
@hasmat2164,Kenaikan gaji dpr sangat baik untuk mereka lebih sering liburan ke luar negara tanpa memikirkan masyarakat .,2 bulan yang lalu,0,kenaikan gaji dpr sangat baik lebih sering liburan luar negara memikirkan masyarakat
@saripudin9131,"Memeng patut kene jarah DPR ini kau jagan igat kau boleh lepas DPR mahu pon kerajaan kau,,, rakyat sudah jadi 1 jagan cakap DPR yg paling tinggi dalam tempat dia pon dia boleh capai ,, jagan salah kan rakyat kau sebagai pemimpin dn keper cayaan ape usehe kau untuk rakyat d dn masyarakat..",2 bulan yang lalu,0,memeng patut kene jarah dpr kau jagan igat kau lepas dpr mahu pon kerajaan kau rakyat jadi jagan cakap dpr yg paling tinggi tempat pon capai jagan salah kan rakyat kau pemimpin dn keper cayaan ape usehe kau rakyat d dn masyarakat
@IdaTheresia-w1h,DPR RI hrusnya mkir bgaimana cara x spya sluruh rakyat Indonesia sejahtera merata hingga tdk ada kecemburuan sosial akibat ulah para pemimpin negara yg hnya hidup mewah d antara kemiskinan rakyatnya.🤔,2 bulan yang lalu,0,dpr ri hrusnya mkir bgaimana cara x spya sluruh rakyat indonesia sejahtera merata hingga tdk kecemburuan sosial akibat ulah pemimpin negara yg hnya hidup mewah d kemiskinan rakyatnya
@AriWidiyanto-yq2bv,"Anggota Dewan menari2 di atas penderitaan rakyat yg sekarang lagi susah. Itukah pengorbanan rakyat memilih  wakil2 nya yg tdk mempunyai rasa empati. Bubarkan saja anggota DPR,  klau cuma mau memeras uang rakyat,  tetapi kinerjanya tdk bisa di nikmati oleh rakyat.",2 bulan yang lalu,0,anggota dewan menari atas penderitaan rakyat yg sekarang susah itukah pengorbanan rakyat memilih wakil nya yg tdk mempunyai rasa empati bubarkan anggota dpr klau cuma mau memeras uang rakyat kinerjanya tdk nikmati rakyat
@bapaudin-d6d,"harus nya ,,,bikin ekonomi bener dulu lowongan kerja buat rakyat ,,,rakyat belum ada prubahan ko presiden naikin gajih dpr ,,ga beresss nihh",2 bulan yang lalu,0,nya bikin ekonomi bener dulu lowongan kerja buat rakyat rakyat prubahan ko presiden naikin gajih dpr ga beresss nihh
@AipSaripudin-oc4wo,JOGETAN  DI DPR ..jadi teringat..flim G30S PKI..waktu pembantaian  para JENDRAL.....,2 bulan yang lalu,0,jogetan dpr jadi teringatflim gs pkiwaktu pembantaian jendral
@miftahchoiri2354,Baru terasa sekarang klo pilihan kalian dulu ternyata salah,2 bulan yang lalu,0,baru terasa sekarang klo pilihan kalian dulu ternyata salah
@tansiljampang9407,rakyat SDH marah pemerintah baru ketar ketir,2 bulan yang lalu,0,rakyat sdh marah pemerintah baru ketar ketir
@minatonamikaze8786,Di saat rakyat tertindas di situlah karma akan turun tangan,2 bulan yang lalu,0,rakyat tertindas situlah karma turun tangan
@ghaydasyakiel8688,RAKYAT HARUS PAKSA DPR UNTUK SAHKAN UU PERAMPASAN ASET PARA KORUPTOR.,2 bulan yang lalu,0,rakyat paksa dpr sahkan uu perampasan aset koruptor
@AjaSaja-q8j,"Ini ulah nya siapa ya yg memberikan kenaikan seenak nya,nga lht rakyat cr kerja jbsusah apa lg cr uang.",2 bulan yang lalu,0,ulah nya siapa yg memberikan kenaikan seenak nyanga lht rakyat cr kerja jbsusah apa lg cr uang
@mf.channel88,itulah akibat pemimpin yg hanya peduli pada kader kader nya sendiri sampai lupa pada rakyat lah yg slama ini mengangkat derajatnya hingga ke jenjang nmor satu di indonesia.  kalian semua pemimpin zalim. serakah. durjana.. tak perduli tntang kemiskinan msyrakat..suara rakyat kalian heningkan.. semtra teriakan musik sambil joget kalian nikmati dg pnuh meriah.,2 bulan yang lalu,0,akibat pemimpin yg peduli kader kader nya sendiri lupa rakyat lah yg slama mengangkat derajatnya hingga jenjang nmor satu indonesia kalian semua pemimpin zalim serakah durjana tak perduli tntang kemiskinan msyrakatsuara rakyat kalian heningkan semtra teriakan musik joget kalian nikmati dg pnuh meriah
@FebriAnto-tz9uu,Sekarang joget lah dengan air mata 😢😢😢😢😂😂😂😂😂,2 bulan yang lalu,0,sekarang joget lah air mata
@reload3131,"tujuan berdirinya DPR oleh tokoh kemerdekaan, agar tiap daerah provinsi bisa mewakili aspirasinya atas kesenjangan dan pembangunan merata dari tokoh daerah yg ditunjuk oleh rakyat. sekarang lihat DPR di kuasai oleh partai yg kontribusinya masuk ke partai, bukan daerah provinsi.",2 bulan yang lalu,0,tujuan berdirinya dpr tokoh kemerdekaan tiap daerah provinsi mewakili aspirasinya atas kesenjangan pembangunan merata tokoh daerah yg ditunjuk rakyat sekarang lihat dpr kuasai partai yg kontribusinya masuk partai bukan daerah provinsi
@SarwonodandungBandot-p3k,Namun sebagaimana keadilan-keadilan memang milik rakyat itulah sebagaimana hidup ini rakyat sebagai tuannya majikan daripada DPR namun kok berkhianat tidak bisa dipercaya sebagai wakil rakyat hanya membayar dengan membela yang bayar,2 bulan yang lalu,0,sebagaimana keadilankeadilan memang milik rakyat sebagaimana hidup rakyat tuannya majikan dpr kok berkhianat dipercaya wakil rakyat membayar membela bayar
@agustinadalimunthe3780,Harusnya nyawa bayar nyawa,2 bulan yang lalu,0,harusnya nyawa bayar nyawa
@tsenvun6659,👍👍👍👍👍,2 bulan yang lalu,0,
@RiskiDamayanti-o1j,Wajar aja KLO rakyat marah,2 bulan yang lalu,0,wajar aja klo rakyat marah
@TURUSEK-1235,Akibat Berjoget² diatas penderitaan rakyat😂😂,2 bulan yang lalu,0,akibat berjoget diatas penderitaan rakyat
@KartikaYani-o1f2m,BUBarkan DPR,2 bulan yang lalu,0,bubarkan dpr
@azzahrabilbina329,"yg kaya makin kaya, yg miskin makin miskin...",2 bulan yang lalu,0,yg kaya makin kaya yg miskin makin miskin
@SuliyantiKunSantoso-tk3ko,Tak lihat dulu videonya....ada apa?,2 bulan yang lalu,0,tak lihat dulu videonyaada apa
@SayidiSayidi-n2y,"Aturannya harus di revisi lagi rubah semuanya untuk khusus nya untuk masalah gaji, pemerintah jangan hanya keberpihakan kepada para anggota DPR dan ASN lainnya rakyat kecil juga harus diperhatikan untuk kesejahteraan nya,",2 bulan yang lalu,0,aturannya revisi rubah semuanya khusus nya masalah gaji pemerintah jangan keberpihakan anggota dpr asn lainnya rakyat kecil diperhatikan kesejahteraan nya
@KisepurLabuan,Hatu heeh dia mah Rakyat ker sengsara dararia mah joged polongo,2 bulan yang lalu,0,hatu heeh mah rakyat ker sengsara dararia mah joged polongo
@Radjabento87,Coba di terapkan darurat militer,2 bulan yang lalu,0,coba terapkan darurat militer
@indahkurnianti3074,Astaghfirullah pantaskah para dewan berbuat seperti itu harusnya mengayomi rakyat ini malah menindas 😭,2 bulan yang lalu,0,astaghfirullah pantaskah dewan berbuat harusnya mengayomi rakyat malah menindas
@Kalakaymuntang,Harusnya d tangkap tindak tegas,2 bulan yang lalu,0,harusnya d tangkap tindak tegas
@chungyomanyoman9067,saatnya menuju rumah Ria...😅😅,2 bulan yang lalu,0,saatnya menuju rumah ria
@MartHendry,"Rakyat Kelaparan, harga sembako mahal... Beras Bulog disimpan hanya sedikit yang dikeluarkan... Pak Prabowo harusnya lebih jeli-tahu jika Rakyat lapar apapun bisa terjadi...",2 bulan yang lalu,0,rakyat kelaparan harga sembako mahal beras bulog disimpan sedikit dikeluarkan pak prabowo harusnya lebih jelitahu rakyat lapar apapun terjadi
@Jumadialfiz,Maju terus mahasiswa.maha siswa aku selalu mendoakan nya,2 bulan yang lalu,0,maju terus mahasiswamaha siswa aku selalu mendoakan nya
@Suwarni-g2h,"Kata pejabat itu udah pasti orang kaya, masih juga di kasih tunjangan. Sementara sebagian rakyat untuk makan besok aja mereka masih terancam.",2 bulan yang lalu,0,kata pejabat udah orang kaya kasih tunjangan sebagian rakyat makan besok aja terancam
@UwaisZaid,Aq hanya petani bukan buruh tp saya jg sakit hati melihat besarnya gaji DPR. Petani ingin dapat pupuk aja susah.,2 bulan yang lalu,0,aq petani bukan buruh tp jg sakit hati melihat besarnya gaji dpr petani pupuk aja susah
@HasanMuhammad-y7l6t,Jilbab merah jgan sampai lepas😅,2 bulan yang lalu,0,jilbab merah jgan lepas
@JekyFirmansya,Suarakan stop bayar pajak,2 bulan yang lalu,0,suarakan stop bayar pajak
@Elahnurlaelah-ze6ls,makanya jangan menari dii atas derita rakyat miskin,2 bulan yang lalu,0,makanya jangan menari dii atas derita rakyat miskin
@msasmito2910,Allah menunjukkan kebusukan Pejabat yang sudah keterlaluan menipu dan menindas rakyat...👍👍👍,2 bulan yang lalu,0,allah menunjukkan kebusukan pejabat keterlaluan menipu menindas rakyat
@YulitaDian-t3i,Sungguh gila rakyat nya miskin makan jantung hati mlh dewan DPR nya bikin heboh makan gaji buta,2 bulan yang lalu,0,sungguh gila rakyat nya miskin makan jantung hati mlh dewan dpr nya bikin heboh makan gaji buta
@AennYoopies,Beruntung yg malu berjoget TDK kena imbas😀😀😀,2 bulan yang lalu,0,beruntung yg malu berjoget tdk kena imbas
@gobrekbrek,kekuatan masyarakat,2 bulan yang lalu,0,kekuatan masyarakat
@SugengGenk-x7r,Hebat sekali tunjangan para pejabat ...sedangkan para buruh hanya 3juta _ 5 juta ...bagaimana perekonomian kehidupan sehari - hari rakyatnya Indonesia harga pangan sama kebutuhannya .,2 bulan yang lalu,0,hebat sekali tunjangan pejabat buruh juta juta bagaimana perekonomian kehidupan sehari hari rakyatnya indonesia harga pangan sama kebutuhannya
@ZekoWp,Tiba hari nya😂😂,2 bulan yang lalu,0,tiba hari nya
@iktibartibar7269,"Itu hanya pemantik nya yg Selma ini sudah ingin meledak,...!!!",2 bulan yang lalu,0,pemantik nya yg selma meledak
@sahrulbadriawan3928,😢😢miris,2 bulan yang lalu,0,miris
@TheEpyheart,Kasihan rakyat Indonesia dijajah ahli politik nya sendiri,2 bulan yang lalu,0,kasihan rakyat indonesia dijajah ahli politik nya sendiri
@DediSetiadi-s8j,Wakil rakyat atau lintah rakyat sedot uang,2 bulan yang lalu,0,wakil rakyat lintah rakyat sedot uang
@acfilms_,REVOLUSI!!!!!!!!!!!!!🔥🔥🔥🔥🔥,2 bulan yang lalu,0,revolusi
@islapuff-mr6re,berapapun tetap kurang kalau tikus rakus nggak ada cukup nyasampai kapan pun,2 bulan yang lalu,0,berapapun tetap kurang kalau tikus rakus cukup nyasampai kapan
@suripan7826,Kau harus bertanggung jawab atas semua ini dpr,2 bulan yang lalu,0,kau bertanggung jawab atas semua dpr
@WindaLutfiya,Ya allah. 😢,2 bulan yang lalu,0,allah
@yusmatabatin6132,"bukan cuma joged tapi apa yang diinginkan rakyat tidak pernah ditanggapi, terutama tentang UU anti korupsi dan pengangkatan pejabat atau anggota DPR yang pernah tersangkut korupsi",2 bulan yang lalu,0,bukan cuma joged apa diinginkan rakyat pernah ditanggapi terutama uu anti korupsi pengangkatan pejabat anggota dpr pernah tersangkut korupsi
@bintangkecil711,Ngeri,2 bulan yang lalu,0,ngeri
@MundiYar-tu2cb,Harusnya ada yang menggugat ke MK spy segra menghapus hak penganggaran dan pengawasan DPR sebab jelas2 menabrak norma Trias politika sehingga DPR AROGAN,2 bulan yang lalu,0,harusnya menggugat mk spy segra menghapus hak penganggaran pengawasan dpr jelas menabrak norma trias politika dpr arogan
@SitiBarokah-tt8ng,Ya Allah ya Allah ngeri ngeri ngeri spi merinding di Linda's sprti itu,2 bulan yang lalu,0,allah allah ngeri ngeri ngeri spi merinding lindas sprti
@mamimomindo804,Mahasiswa bersatu di demi berbagai universitas kumpul bareng bareng adik adik mahasiswa mahasiswa bersatu tak bisa di kalahkan,2 bulan yang lalu,0,mahasiswa bersatu berbagai universitas kumpul bareng bareng adik adik mahasiswa mahasiswa bersatu tak kalahkan
@satriasenyap1707,Klo ada pilihan wakil rakyat daerah kek provisi ke k pusar kek enga usah memilih di oikih jga ga ada otaknya jangan kalah sama uang sesaar penderitaan 5 tahunan,2 bulan yang lalu,0,klo pilihan wakil rakyat daerah kek provisi k pusar kek enga usah memilih oikih jga ga otaknya jangan kalah sama uang sesaar penderitaan tahunan
@Mirzaz-c3g,Berjoget di atas penderitaan rakyat,2 bulan yang lalu,0,berjoget atas penderitaan rakyat
@wirakusuma9826,Malah bikin rakyat marah😢,2 bulan yang lalu,0,malah bikin rakyat marah
@Vina-m4i,rakyat ya kelaparan dan pusing mikirin ekonomi yang naik ya luar biasa dan DPR ya bersenang2 gak mikir sama sekali,2 bulan yang lalu,0,rakyat kelaparan pusing mikirin ekonomi naik luar biasa dpr bersenang gak mikir sama sekali
@AlifNurhamzah-p7l5z,Hahahaha bagaimana pernah dpr joget sekarang rakyat yang joget😂,2 bulan yang lalu,0,hahahaha bagaimana pernah dpr joget sekarang rakyat joget
@AbdielWafi-b6v,Kasian kami2yg di kampung 😢,2 bulan yang lalu,0,kasian kamiyg kampung
@lukiHidayat-j8d,Joget. Terus. Rakyat.nangis.klaparan,2 bulan yang lalu,0,joget terus rakyatnangisklaparan
@kurniatikurni789,Ke kanang korupsi ke kiri korupsi . Ke depan di demo . Mundur  turun dari jabatan  . Gendong  uang rakyat .,2 bulan yang lalu,0,kanang korupsi kiri korupsi depan demo mundur turun jabatan gendong uang rakyat
@abdhiepoetra,Jarah semua rmah DPR,2 bulan yang lalu,0,jarah semua rmah dpr
@eepaep6783,Gimanayah negara milih pegawaya tapi gakerja malah mangsabodo negara buat apa cari pekerja waduh,2 bulan yang lalu,0,gimanayah negara milih pegawaya gakerja malah mangsabodo negara buat apa cari pekerja waduh
@Jumadialfiz,Kalau begini GK tau negara kita ini mauh bilang apa boss??,2 bulan yang lalu,0,kalau begini gk tau negara mauh bilang apa boss
